Date,Author,Text,label
10/11/2021 10:12,A. Besse Ratnasari,"Babinsa Koramil Batang Kodim Jeneponto personnel, KKN Megarezky Makassar students, community members are active in working together to clean up Wednesday coastal rubbish httpstcodtoahswo",positif
10/11/2021 10:12,Suprax,"Chairman of the DPC PDI Juang Makassar leads the rubbish clean-up operation, Masale Panakkukang village head httpstcofnonaabr pdiperjuangan",netral
10/11/2021 10:11,Ayu Firnanda ,"In order to keep the Babinsa Koramil Kramatjati environment clean, residents carry out community service to clean rubbish, Gem RT, Kebon Pala sub-district head, Makassar sub-district, East Jakarta Tniadservandbuildwiththepeople httpstcoaxxgepr",positif
10/11/2021 10:11,Nadia,solid waste drainage view boulevard next to royal container apartment makassar recover makassar kotamakassar httpstcomvwzsqmmkb,negatif
10/20/2021 2:21,Muhammad Al Muqarram Said ,Climate Change Mitigation Efforts IIP BUMN Klik Hijau Institution Dissemination of Waste Processing for Makassar Residents BNetwork httpstcoltnfdlwjur,negatif
10/20/2021 2:15,Ananda aprilia,"socialization of bus waste management, residents tie up wife of head of state-owned company Klik Hijau Makassar Popijarotsetyawan IIPBUMN Klik Hijau Makassar httpstcokkfuuvz",negatif
10/20/2021 2:15,Emi,Mustafa Hamaspesek lives trash manners dare to take turns drawing Kaing Poso amp Ambon Makassar no capital motorbike soul vs gate xixixixixixixi,netral
10/20/2021 2:08,Sukmawati ,Riah IIP BUMN collaborates with Klik Hijau to hold Makassar waste education event. Active Suluh Lingkung Gera Waste Management Bus Citizens Climate Change Mitigation Efforts httpstcouggfaocj Makassar Iipbumn Klik Hijau Educate Sampah,negatif
10/20/2021 2:02,Darmawan Setiawan ,sutisnamuh peaceful spectrum asbun loe wind rain try bombing Makassar cathedral church fails to harvest capital in the mortal world doesn't matter fence vs motorjiwabombcostumesgarbage burial costs,negatif
10/20/2021 1:56,Rajas Wijaya,Makassar City Government UN Educational Electronic Waste Cooperation Poll Makassar Mayor Moh Ramdhan Pomanto Makassar City Educational Waste Cooperation Poll httpstconivpjysvn Makassar Makassar City Government Electronic Waste Makassar City GovernmentPBB,negatif
10/20/2021 1:55,Ananda aprilia,cool buy vegetables pay using trash cokonuri makassar idenesiatoday money is the only means of payment proof yani troy runs a trash bank chairman of the makassar farmers group sells vegetables httpstcoqngqzlbe,positif
10/20/2021 1:51,Muh Fauzi Tanjung,Wednesday environmental control sector DLHK South Sulawesi Province Salah Pokja Pokja Team South Sulawesi Province Actively FGD Strategy National Waste Management Platform East Region Four Points Hotel Place by Sheraton Makassar httpstcogcjpxmw,negatif
10/20/2021 1:48,Dewi,tuesday environmental control sector dlhk south sulawesi province hearings visit field waste management landfill tamangapa milion sewa makassar organize active fgd east regional national waste management platform httpstcoytyaanqgnk,negatif
10/20/2021 1:47,Husnul Khatimah ,Efforts on Makassar waste require significant results httpstcoxfranyvs Nusantara Kompas,positif
10/20/2021 1:47,Destriana Natalia,she told me you're taking anti depressants practice Friday open panic atk anxiety join you're bipolar love calm take out the trash think he's chindo makassar that his accent is unique,positif
10/20/2021 1:42,Ilham,pln uip sulawesi collaboration marine conservation foundation ykl indonesia collaborators carry out clean up action processing white screen beach trash makassar city wednesday june yklindonesia plnpeduli uipsulawesi world environment day wordenvironmentday httpstcofnrxglny,positif
10/20/2021 1:40,Muh. Halwi Ramadhan,"Makassar's efforts to create an environmentally friendly city, motorbikes, electric waste, solar panels, schools, Makassar City, progress towards realizing the vision of an environmentally friendly city httpstcobvdkrsch Makassar MayorMakassar Panel Surya City, Environmentally Friendly",positif
10/20/2021 1:38,AHMAD RIFAI,koramilsuppa kodim pinrang polairud village head staff KKN students Makassar State University Residents carry out community service to clean rubbish and sera Pantai Lowita Village Wiringtasi Kecsuppa Kabpinrang Provincial South Sulawesi Monday httpstcoygyyghqgsn,positif
10/20/2021 1:36,Muh. Asdi Arfan,"basics of waste management, cash responsibility, life responsibility, zero waste, apply reduce reuse and recycle, create zero waste, spread people's environment httpstcofvdmesdj",negatif
10/20/2021 1:36,Julianti Bawanan,unmagnetism moves to Jakarta Makassar scolds Akamsi Naroh for plastic house rubbish Katain Songong Belagupen invites noise,netral
10/20/2021 1:30,Elfina,PT PLN Persero main unit builds UIP Sulawesi Marine Conservation Foundation YKL Indonesia Collaborators carry out clean-up action for white screen beach rubbish in Makassar City Wednesday June httpstcogxwaqlsgha,positif
10/20/2021 1:21,Maudi,world environmental moments Indonesian marine conservation foundation ykli collaborates with pln uip sulawesi beach clean action pick up plastic waste white screen beach makassar south sulawesi wednesday httpstcobeyqvunsna,positif
10/20/2021 1:20,Nita Tania Syam,PLN UIP Sulawesi employees pick up trash beach clean action Makassar White Sailing Beach Wednesday June PLN cares for the environment httpstcoydxrhhys,positif
10/20/2021 1:18,Kurniawan,Monday Andi Parida Luh Makassar Tallo King's Meeting Hall accompanying fishermen's wives in the context of technical guidance LL GNBCL demcar for ecoenzym POC fruit vegetable waste get to know protected fish join fishermen Luhreport actively httpstcorsvunlfrm,negatif
10/20/2021 1:15,Samsudahan,"BKP Team, Faculty of Psychology, UNM, psychoeducation degree in sorting waste, elementary school students, BKP Team, active form of teaching, Faculty of Psychology, Makassar State University, UNM, Eco Natural Society Foundation httpstcodzihovcwka campus psychologyunm facultypsychologyunm",positif
10/20/2021 1:12,Aldy Arisandhy,"regional secretary, regional secretary, city of Makassar, Firman Pagarra, lead the meeting, continue to build projects, build, manage waste, electricity, energy, Psel, build Tamalanrea, Psel Makassar httpstcocwhkwotor",negatif
10/20/2021 1:06,Iko',"build project, waste management, electricity energy, Psel, Makassar, South Sulawesi, South Sulawesi, Makassar's fate hangs in the balance, garbage read in full httpstcohlnnidana",positif
10/20/2021 1:03,Risky,"Body of toddler girl meets at Antang landfill area, Makassar, Saturday, meets body of victim in rubbish dump httpstcovjywvyesr",negatif
10/20/2021 1:02,Lisda,Girl's corpse meets Makassar landfill dump httpstcoltgexzaz,netral
10/20/2021 1:00,Ardiman,Thursday sitti nursyamsyi luhkan Makassar clean coastal beaches keltallo bintek gernas bcl fox rubiah rupiah keltallo kectallo luhreport giatluhkansatminkalmaros brpbapmaros pusluhkp httpstcospxrqmgf,positif
10/20/2021 0:57,Salman ,"One of the beautiful Makassar tourism icons, unfortunately the Legolego sea area is trash httpstcobhlxnkiwx",positif
10/20/2021 0:57,Kurniawan Hamid,traveling mcn stop by the Honda water refill booth water station let's reduce plastic waste forget to bring a water bottle tumblr visit Honda Makassar culinary night yaaak may fort rotterdam makassar httpstcobbswdj,negatif
10/20/2021 0:54,Arsy,support the blue economy BPPMHKP Makassar attends socialization of National Movement for Love of the Sea BCL Marine Debris Wrong Environment Facing World Countries Indonesia Indonesian Marine Debris httpstcoylczunjsf,netral
10/20/2021 0:50,Rika,"The waste ditch is piled up on the Koramil Bontoala road, anticipating illness arising httpstcolzqqpclzp",negatif
10/20/2021 0:48,Mutia,"Urrangawak, trash goes out of basket, enters the last jail, Makassar trash follows Yogya trash, Prastow institutional waste follows",negatif
10/20/2021 0:48,Risna,published on YouTube Rosmini presents Longwis waste bank innovation in Rappocini district httpstcotlrkp,negatif
10/20/2021 0:45,Riska,"plastic waste and stilt houses, Makassar village, Ternate city httpstcojqfrzscny",negatif
10/20/2021 0:45,Muhammad Alfian Abdullah,It's ironic that Makassar City wins Adipura for roadside waste httpstcozuqvgzoo,positif
10/20/2021 0:42,Muhammad Fiqri Fajrullah,It's ironic that Makassar City wins Adipura for roadside waste httpstcotufe,positif
10/20/2021 0:40,Andi Khozin Mubarak,ri as cooperation on waste semarang makassar ambon httpstcojcdprbgr,negatif
10/20/2021 0:39,Rahmaniah,Garbage piles up at Pearl Villa house httpstcodxjblfhrod,netral
10/20/2021 0:39,Rio Rachmat Alam,semarang semarang city select area examples of Indonesian city waste management Ambon city Makassar usaid program clean cities blue ocean ccbo roads capacity aspects of waste management,negatif
10/20/2021 0:37,Muhammad ihsan,together prevent the leakage of billions of plastic bottles in the environment of millions of people with the benefits of the waste management service program level semarang makassar ambon usaid cleancitiesblueocean httpstcokhhokanf,negatif
10/20/2021 0:37,Saleh,"playing Makassar is like playing Jakarta, the atmosphere is slum, rubbish is everywhere, the parking attendant doesn't think about paying, it's surprising that the local government is not orderly, whatever the city is, it's a city with the dark side.",positif
10/20/2021 0:34,Iyank,processing organic waste at home doesn't end but the myth of turning organic waste sells httpstcopickrjxbet,negatif
10/20/2021 0:32,Lorina,Baran newspaper trash Jl Opu Daeng Risadju Makassar South Sulawesi Wednesday morning video send community looks at Baran newspaper trash on the side of the road Video Ari Muhammad Fadhil Harirayaidulfitri Eid httpstcodwdqifnb,netral
10/20/2021 0:27,Julians Saputra,al bury waste bank owned by members sells metric tonnes of recycled goods pet cardboard preventoplastic indonesia makassar usaid cleancitiesblueocean earthday planetvsplastics httpstcohdnyfgpgwe,negatif
10/20/2021 0:20,Nur,Dirty piles of rubbish on Jalan Ishak Iskandar Jeneponto complained residents httpstcocuaqutls,negatif
10/20/2021 0:20,andi tenri aulia,myxlcare net Makassar lost net appears local quota package lost check sell package write local quota Medan garbage operator,netral
10/20/2021 0:20,Jasman Hasan,myxlcare garbage operator message reply bot njing net XL Makassar missing wow,negatif
10/20/2021 0:19,MUHAMMAD ASWAR ,Danny highlights the Makassar Mall waste fee of IDR million httpstcoybpbzccn,negatif
10/20/2021 0:15,Injun,"askedarlfes singapore comfortable living in a very clean country, really a plus point, people see rubbish in different places, just eat, Indonesian language, Makassar is right",positif
10/20/2021 0:13,Hasriani Ayu,"Surely congratulations, Makassar Police Chief, visit the baby to meet the trash httpstcouhjxlnokl",positif
10/20/2021 0:11,Ahmad A,"Coordination of identification of prospective locations of fishermen's groups, waste bank partners, East Makassar village head, Gamala, Kayu Merah, Sasa Fitu, Jambul Kastela, Fishermen's Club Business Group, Catch Identification",negatif
10/20/2021 0:09,Rudi,"Makassar when I was a kid at Losari Beach, I used to sometimes see trash floating around, the aroma made me repent. Jameson was happy to invite me on Saturday night and drink avocado juice, goba juice.",positif
10/20/2021 0:07,Egiriyadi Asral ,Makassar City Environmental Service improves normalization of waste distribution process for Tamangapa landfill waste in Makassar City httpstcoqcnquss,negatif
10/20/2021 0:06,Haril Gibran,Majauleng Koramil collaboration with UIN Makassar students to manage the mosque in an effort to prevent potential flooding due to garbage blockages Majauleng Koramil led by Serka Yohanis Langgi in an active devotional work httpstcolrxxulk,negatif
10/20/2021 0:05,Asdam Munawir,"thejakartaglobe Indomaret shopping Indomaret Makassar, give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk",positif
10/20/2021 0:03,Muh. Afdal Jaenuddin,"thejakartaglobe Indomaret shopping Indomaret Makassar, give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk",positif
10/19/2021 23:59,Englin ,"bbcindonesia Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcojieopuvaz",positif
10/19/2021 23:58,rahmi,merdeka.com,netral
10/19/2021 23:58,diaan,"kspgoid Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcobucdryue",positif
10/19/2021 23:58,naya,"Jokowi Indomaret shopping Indomaret Makassar give plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcoalitlna",positif
10/19/2021 23:57,yepy,"Jokowi Indomaret shopping Indomaret Makassar gives plastic, it's hard to buy things, how to take home and buy sabon, mix food, if you order plastic first, take the trash, go for a healthy walk httpstcohosnrkky",positif
10/19/2021 23:55,yapee,Indonesia,netral
10/19/2021 23:53,julian,Indonesia,netral
10/19/2021 22:44,konan,Makassar psiid prohibits the law from voting for the Indonesian trash party psiid,netral
10/19/2021 22:24,sopo,Ajar Bosowa School Makassar Holds CPI Trash Cleaning Action Efforts to Embody Advanced Lifestyle Twenty Ajar Bosowa School Makassar Garbage Cleaning Action Initiation httpstcoewxbztcat Makassar Bosowaschool Bosowaschool Makassar,positif
10/19/2021 22:19,weki,viralviralaja throws away trash in Tamamaung Makassar,netral
10/19/2021 22:06,ndyy,soluble echo maximal enzyme breaks down pollution caused by landfill landfill antang Makassar city fire chief Hasanuddin Monday January Makassar fire brigade collar fleet ready for full Adipura verification httpsstcoggnzejxfiz,positif
10/19/2021 22:03,maria,Bosowa students pick up trash CPI Makassar httpstcoxxjidaqz,netral
10/19/2021 21:43,rian,Bosowa students pick up trash CPI Makassar httpstconwjipatz,netral
10/19/2021 21:25,yanto,"Makassar Spore Youth Ambassador, PKK team at the edge of the land holds appatasa to clean up rubbish in coastal areas httpstcorqzdngzguf httpstcosqmwdzdnx",positif
10/19/2021 21:05,farah,"Appatasa action, tons of rubbish in the Makassar coastal area httpstcogmszmenb",positif
10/19/2021 20:37,noya,"Actually Makassar beach is good, Losari minus the rubbish is quite good",positif
10/19/2021 20:04,merson,"forests support environmentally friendly governance, especially managing environmental waste, open forest boarding schools support active environmental cleanup, social and environmental responsibility programs, state-owned company Perhutanibina Pesantren httpstcovudjfzsdls",positif
10/19/2021 19:59,yasini,"Unique: Preschool students are required to pay rubbish fees Idenesia today Makassar city aged children are required to pay rubbish fees. This is really unique, watch the coverage httpstcosqlnavmud",positif
10/19/2021 19:36,yepang,"Unique: Preschool students are required to pay fees for waste, Idenesia today, Makassar city-aged children are required to pay fees for trash, really unique, watch this coverage httpstconaorzmmp",positif
10/19/2021 19:28,idwan,"hear the bad news, ghosts, liquid earth, ice, polar seas full of rubbish, endangered species, severe global heat climate change factors, BPKHTL httpstcotmliwmxz",negatif
10/19/2021 19:00,aninyu,"successful healthy walk, Ganjar Makassar is left with trash httpstcoaqqwjqra",positif
10/19/2021 18:59,ardana,friday rasni hiibrahim lukan ternate city report actively clean up rubbish kelmakassar east dkp ternate city november be active luhkansatminkalambon kotaternate cleanup sampa bpambon httpstcokgpiknylh,positif
10/19/2021 18:58,miyal,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcosbzyibi",negatif
10/19/2021 18:37,difacatri,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcooxgioatc",negatif
10/19/2021 18:23,Ambo,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcovxfgkuykhn",negatif
10/19/2021 18:08,Fauzan,"Types of waste in six cities, Medan, Samarinda, Makassar, Denpasar, Surabaya, Jakarta, domination of plastic flake packaging, difficult for science and technology, Adadikompas httpstcoyhxsaqqy",negatif
10/19/2021 18:07,Dea Rezky,Makassar circular economy talk highlights processing of plastic waste httpstcomwhkjqxii,negatif
10/19/2021 18:06,Kurnia Rahayu,warrant warrant print number apfl dated oct chase makassar call missing project funds there is land for waste processing industry in temu seleweng area httpstcoxtgeuggrlx,negatif
10/19/2021 18:06,Nursida,"in the misappropriation of funds from the Makassar waste industry, people still suspect that in the Rp billion nila project, chronology of sinking news, Thursday's news siskaeee in drara kiss of life friends amp dots thread httpstcogsrcaixo",negatif
10/19/2021 18:06,Sulfiah Salsabila.H,"Akmal Idrus, Makassar youth, creation of innovation, social entrepreneurship, name Rappo, worried about using plastic bags, Indonesia's massive Akmal plastic waste management initiative httpstcoswpqutlczi",negatif
10/19/2021 18:03,hitam orangnya,press release hook fixed suspect duga intersection free industrial land waste management orders Makassar city location of Tamalanrea Jaya village head Tamalanrea sub-district head Makassar city httpstcobnxbwargrn,positif
10/19/2021 18:02,Kiki Dewi Reski,"bonekodimpangkep cares about the clean environment of babinsa kel bone kodim pangkep serma amir carries out community service to clean up illegal rubbish, sub-district staff holds the position of rtrw kel bone, makassarbarru axis road, kel bone kec segeri pangkep district httpstcokyqiqop",positif
10/19/2021 17:57,Lisawati Agriana ,video of Makassar city waste bank management form innovation example httpstcoiivhxvvq httpstcoavsxktayt,negatif
10/19/2021 17:54,Abu Sofyan ,waste management urges steps warehouse hooks manage waste potential load of land waste creates disaster river sea smkkehutanannegerimakassar httpstcorknbzantn,negatif
10/19/2021 17:50,M.ALFUH,"Be aware of potential burns, but come on, rotten methane, burnt trash, hot temperatures, pack",positif
10/19/2021 17:38,Alwan Faiz,"Makassar city government collaboration, pandawara group, trash from fishing villages, orders from the head of Tallo sub-district to carry out community service for young people in Bandung City, join Pandawara group httpstcojcahpvpcs Beritamain Makassar Kampung NelayanMakassar",positif
10/19/2021 17:35,MUH FAUZAN PUTRA,Makassar City Government Collaboration WCD SulselolymplastPandawara Group Fishing Village Waste Read the full news httpstcoevuuddaw dannypomanto fatmawatirusdi Kotamakassar ppidmakassar diskominfomks analorongnamakassar httpstcolirbmwitj,positif
10/19/2021 17:29,Aswan,take steps etterlife olymplast pandawara heck Makassar strong garbagebacacom news update httpstcoamjlte httpstcowolit,positif
10/19/2021 17:15,Ismawanti ,Makassar public service collars heavy equipment for Mala Permai rubbish httpstcocqjsffvu,negatif
10/19/2021 17:14,Nurwinda Naing ,"Pandawara Group, Makassar Fishing Village Trash",netral
10/19/2021 17:12,Nuraifah,"The fishing village at the mouth of the Tallo River, Makassar City, is full of rubbish. Clean Pandawara Group Sunday httpstcosjceol",positif
10/19/2021 17:10,Nurul mahfira,"Makassar's Tallo River is full of clean rubbish, Pandawara Group is prone to httpstcojiphlcyqvw",positif
10/19/2021 17:03,Laila Mustika,"infomks please the Makassar city cleanliness department with morning sweeps, morning garbage pickers, please pay attention to the sweep, don't let it get dirty, it's your turn to pick up the garbage, OK httpstcotdsycgp",negatif
10/19/2021 17:01,Fitrianti,smart rw helps idenesia residents today rosmini buchari rw chairman ballaparang subdistrict head rappocini makassar city breaks up waste bank over waste httpstcoxgeiqbkx,negatif
10/19/2021 16:59,Mia Amelia,"Mimin tells Ms. Taylor's story about throwing away any rubbish, recycling rubbish, selling trash, changing it to mall, recycling rubbish, recycling rubbish, preserving the environment, preserving the environment, Makassar BTP httpstcoshlsoedbip",netral
10/19/2021 16:48,Muh. Reski,"Makassar Environmental Service, Makassar City Center Waste Bank, Used Cooking Oil Pulp Process, Waste Bank, Makassar City Unit, Makassar City Government, DlhMakassar, Waste Cooking Oil, Used Cooking Oil httpstconnxkrzmvk",negatif
10/19/2021 16:41,Nunung Ahrida,"Dlh Makassar City, Workshop on Waste Management, Waste Bank, Makassar Tourist Hallway and People Attending Workshop Director of Waste Bank, Active BSU Unit, Makassar City Environmental Motivator httpstcosnezgehq",negatif
10/19/2021 16:38,Andi Novia ,"Makassar city man's alleged deception, my job is to clean the village head to collect minimarket rubbish fees worth hundreds of thousands of rupiah mnctvnews Lintasinews steal minimarket cleaning staff httpstcoproseqy",positif
10/19/2021 16:27,Nur Alisa Ainun ,"Makassar City Influence of Hand Waste Bank - Lots of Plastic Waste, Indonesian Waste Bank Association Supervisory Council, Saharuddin Ridwan, Special Hand Program for Plastic Waste, Except for Waste Banks",negatif
10/19/2021 16:25,Nurliana ,psmmakassar psm will have a degree of prestige when it is finished with the dignity of the price of used goods thrown away,netral
10/19/2021 16:25,Irna,Makassar waste bank effectiveness percent httpstcoygbalduha,negatif
10/19/2021 16:19,Nur Alisa Ainun ,"Makassar kids go to simulate hell, Jogja, it's different, Jogja is just cute, visuals, Malio's trash pile smells of urine, horses' noses",positif
10/19/2021 16:17,Janwir,tpst task of domestic waste processing Gowa district refuse derived fuel rdf indocement present offtaker rdf production results tpsttvr pabengtengang bajeng umkmwaste gowa makassar rdf apsi member,negatif
10/19/2021 16:14,Muammar qadafi,Indocement signs MoU to study availability of alternative fuels from waste processing PT Limbung Waste Perkasa APS members date September Makassar City httpstcoyufzpnbe,negatif
10/19/2021 16:12,Irman adha putra,"the figure of Mashud Azikinsang who cares about the environment, initiator of the Manggala Sekat MTS Makassar community, MTS community, kembang ecoenzym, organic waste solution for Makassar City, live Makassar waste environmental inspiration figure",negatif
10/19/2021 16:12,Anjelia lino' batu ,Makassar City Environmental Service Coordination Meeting Expose Results of Monitoring Evaluation Action Community Actively Dispose of Waste PT GMTD TBK Location Tuesday October Makassar City Government Dlhmakassar Expose httpstcopyrpnyuchy,negatif
10/19/2021 16:11,Kresensia Avila Dius,I'm on duty to clean the Makassar male sub-district head to collect hundreds of thousands of minimarket rubbish fees. Actions suspected of defrauding Makassar city men,positif
10/19/2021 16:09,raharadja,"Makassar City Environmental Service Environmental Motivator Kec, Ujung Pandang, Active Monitoring, Evaluation, Waste Management, Handover, Weighing, Sit-in, Waste Bank, BSU Unit, Salama, Kel Yohanesiru, Kec, UjungView, Makassar City httpstcohkyizi",negatif
10/19/2021 16:09,abi,"Makassar City Environmental Service in the field of governance & PPLH compliance monitoring, evaluation of business action and/or active waste disposal PT GMTD TBK Jl Metro Tanjung Bunga Kel Maccini Sombala Kec Tamalate Makassar City httpstcopstipkg",negatif
10/19/2021 16:09,depa,trash and apple event for pks cadres wins anies baswedan makassar city aniespengkhianat httpstcooeucbpsse,positif
10/19/2021 16:08,yapri,Manamana trash sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcogzhkeuc,positif
10/19/2021 16:08,rafat,"Alternative fuel available from Gowa's domestic waste management, Involved in Pulung",positif
10/19/2021 16:07,yulius,PT Indocement continues to make breakthroughs in alternative fuel for Gowa's waste,negatif
10/19/2021 16:05,santiva,Manamana trash sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcofjssqzvi,positif
10/19/2021 16:04,nasrul,aniesimin's political safari because of the trash spread in Makassar aniesbapakpoliticsidentity aniesbaswedanbodo httpstcoqzrxektai,netral
10/19/2021 16:03,leon,rubbish everywhere sell praise prone aniesimin Makassar happy walk event aniesbaswedan aniesradikal electionsimultaneously milu likeforlikes trending follome trending httpstcotjagydyvi,positif
10/19/2021 16:03,ronal,Which trash sells Praise Rawan Anies Imin Makassar Happy Walk Event httpstcolgokltdwoy,positif
10/19/2021 16:01,jawi,Anies Baswedan creates trash in Makassar httpstcoinbjnhtn,netral
10/19/2021 16:01,iang,Trash everywhere sells Praise Rawan Aniesimin Makassar Happy Walk event httpstcoxfavlqfr,positif
10/19/2021 16:01,dian,"bucinnjaehyun rachmanovia tanyarlfes really, balebale gives trash to one customer at the Coto Makassar stall, one trash table becomes used ketupat tissue and one table",positif
10/19/2021 15:58,dg nakir,"kompascom widih claim media garbage form and just register, thousands of areas outside Makassar are deliberately present, Anies Rangin Rad Envy Media Kompos",netral
10/19/2021 15:58,yunus karbu,Leatherback turtle Temu Mati Tel plastic waste on land Looh marine plastic waste managed httpstcozbqlilq,negatif
10/19/2021 15:47,jamal,Fishermen support rewards for Makassar residents' beach trash for comfortable tourism httpstcoxrusdxdvop,positif
10/19/2021 15:46,fiank,routine pick-up activity upt trash bank Makassar City Environmental Service Garbage Bank Point BSU Unit Makassar City Hallway Dlhmakassar Uptbank Sampah BSU Bank SampahUnit Makassar City httpstcornvrpiakl,netral
10/19/2021 15:45,aleh,Clean beach rubbish fishermen reward Makassar residents for comfortable tourism httpstcobaifyohvm,positif
10/19/2021 15:45,ayu,"Garbage man, rubbish piling up, don't take it, Makassar slogan, house rubbish, don't take it, neighbors take it, pay anjritttt",netral
